City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Saint-Ambroise,CA,48.5501,-71.3324,54.57,91,100,11.77,overcast clouds
459,Mahina,PF,-17.5065,-149.489,82.17,69,40,11.5,light rain
460,Barcelona,ES,41.3888,2.159,69.98,72,0,4.61,clear sky
461,Sahawar,IN,27.8,78.85,77.32,88,9,6.91,clear sky
462,Pacific Grove,US,36.6177,-121.9166,88.25,85,1,1.01,clear sky
463,Hofn,IS,64.2539,-15.2082,42.33,76,100,15.64,overcast clouds
464,Belyy Yar,RU,53.6039,91.3903,31.89,93,40,4.47,scattered clouds
465,Gimbi,ET,9.1667,35.8333,55.15,97,100,1.88,light rain
466,Mataram,ID,-8.5833,116.1167,81.41,80,100,2.84,overcast clouds
467,Strelka,RU,58.0728,93.0344,31.21,89,68,2.51,broken clouds
468,Gao,ML,16.6362,1.637,91.71,32,51,2.37,broken clouds
469,San Luis,AR,-33.295,-66.3356,62.4,37,0,13.85,clear sky
470,Ormara,PK,25.2088,64.6357,80.11,84,100,9.13,overcast clouds
471,Flin Flon,CA,54.7682,-101.865,42.66,92,100,14.61,overcast clouds
472,Chitipa,MW,-9.7024,33.2697,60.33,88,14,4.63,few clouds
473,Cartagena,CO,10.3997,-75.5144,83.82,84,40,3.44,scattered clouds
474,Hobyo,SO,5.3505,48.5268,77.41,85,15,18.99,few clouds
475,Lompoc,US,34.6391,-120.4579,77.11,84,1,9.22,clear sky
476,Kyren,RU,51.6828,102.1408,46.31,71,100,0.72,overcast clouds
477,Adamovka,RU,51.5223,59.9396,41.07,56,96,9.19,overcast clouds
478,Solnechnyy,RU,50.7214,136.6319,57.69,45,0,1.97,clear sky
479,Bonavista,CA,48.6499,-53.1147,54.12,89,80,15.43,broken clouds
480,Ternate,ID,0.8,127.4,81.59,75,100,6.51,overcast clouds
481,Dumas,US,35.8656,-101.9732,78.22,23,1,11.5,clear sky
482,Chernyshevskiy,RU,63.0128,112.4714,39.31,83,100,3.36,overcast clouds
483,Nyurba,RU,63.2842,118.3319,42.73,67,100,3.71,overcast clouds
484,Ixtapa,MX,20.7,-105.2,87.03,79,75,4.61,broken clouds
485,Donskoye,RU,45.4552,41.9741,53.73,91,100,1.9,overcast clouds
486,Cape Coast,GH,5.1053,-1.2466,76.28,92,94,7.99,light rain
487,Naze,JP,28.3667,129.4833,79.54,64,0,13.73,clear sky
488,Grado,ES,43.388,-6.0743,63.25,94,40,8.05,scattered clouds
489,San Pedro,PH,14.35,121.0167,87.31,70,83,4.74,broken clouds
490,Lata,PT,40.1629,-8.3327,60.04,89,100,4.52,overcast clouds
491,Chiny,BE,49.7333,5.3333,53.15,96,1,2.1,clear sky
492,Nizhnevartovsk,RU,60.9344,76.5531,39.22,100,90,4.47,light rain
493,Henties Bay,NA,-22.116,14.2845,54.86,86,0,5.03,clear sky
494,Oak Harbor,US,48.2932,-122.6432,67.51,88,40,3.44,scattered clouds
495,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,64,75,5.75,broken clouds
496,Siparia,TT,10.1333,-61.5,82.08,88,5,9.91,clear sky
497,Sugod,PH,12.987,124.0805,84.06,75,46,6.02,scattered clouds
498,Ascension,US,30.2169,-90.9001,70.09,76,1,0.0,clear sky
499,Alofi,NU,-19.0595,-169.9187,80.49,61,40,10.36,scattered clouds
500,Zhigansk,RU,66.7697,123.3711,40.93,74,100,9.51,overcast clouds
501,Magrath,CA,49.4167,-112.8686,59.32,39,100,14.16,overcast clouds
502,Grindavik,IS,63.8424,-22.4338,41.47,81,40,12.66,scattered clouds
503,Ambilobe,MG,-13.2,49.05,65.66,78,0,3.76,clear sky
504,Riyadh,SA,24.6877,46.7219,78.94,20,7,5.79,clear sky
505,Ahipara,NZ,-35.1667,173.1667,60.3,76,100,14.07,overcast clouds
506,Trinidad,BO,-14.8333,-64.9,91.04,30,86,7.67,overcast clouds
507,Vangaindrano,MG,-23.35,47.6,68.54,82,100,4.25,overcast clouds
508,Villarrubia De Los Ojos,ES,39.2209,-3.608,65.03,80,99,12.37,overcast clouds
509,Port Blair,IN,11.6667,92.75,81.5,82,99,10.92,overcast clouds
510,Tyler,US,32.3513,-95.3011,71.65,58,1,0.0,clear sky
511,Kilimatinde,TZ,-5.85,34.95,65.91,61,5,3.22,clear sky
512,Dakoro,NE,14.5106,6.765,85.69,44,92,8.5,overcast clouds
513,Togur,RU,58.3631,82.8265,32.63,98,100,7.4,light snow
514,Coihaique,CL,-45.5752,-72.0662,49.95,76,75,5.75,broken clouds
515,Ereymentau,KZ,51.6199,73.1033,35.19,82,55,5.7,broken clouds
516,Totness,SR,5.8833,-56.3167,80.28,87,62,11.54,broken clouds
517,Yumen,CN,40.2833,97.2,64.26,29,4,2.35,clear sky
518,Dauriya,RU,49.9333,116.8667,48.54,63,8,3.18,clear sky
519,Bonthe,SL,7.5264,-12.505,77.25,87,100,4.72,moderate rain
520,Lasa,IT,46.6166,10.7002,48.02,39,4,5.19,clear sky
521,La Peca,PE,-5.6111,-78.435,67.91,87,56,3.15,light rain
522,Granadilla De Abona,ES,28.1188,-16.576,66.78,65,75,4.61,broken clouds
523,Malakwal,PK,32.5536,73.2123,76.44,85,0,3.94,clear sky
524,Sirjan,IR,29.452,55.6814,67.42,27,0,3.22,clear sky
525,Garowe,SO,8.4054,48.4845,75.85,69,99,19.37,overcast clouds
526,Kumluca,TR,36.3703,30.2869,65.46,47,0,11.05,clear sky
527,Barra,BR,-11.0894,-43.1417,81.28,54,52,13.85,broken clouds
528,Ishigaki,JP,24.3448,124.1572,84.15,74,2,14.32,clear sky
529,Areni,AM,39.7191,45.1799,64.42,44,0,4.94,clear sky
530,Nova Londrina,BR,-22.7658,-52.985,74.71,39,76,6.42,broken clouds
531,Monduli,TZ,-3.3,36.45,60.04,78,95,6.35,overcast clouds
532,Kosa,RU,59.9445,54.9977,35.67,94,89,4.81,overcast clouds
533,Minot,US,48.2325,-101.2963,70.79,29,90,3.0,overcast clouds
534,Anadyr,RU,64.75,177.4833,30.7,100,75,13.42,heavy shower snow
535,Nsoko,SZ,-27.0333,31.95,58.15,95,40,4.72,scattered clouds
536,Solana Beach,US,32.9912,-117.2711,87.87,78,1,1.99,clear sky
537,Oriximina,BR,-1.7656,-55.8661,82.35,59,100,3.96,overcast clouds
538,Abonnema,NG,4.7084,6.7931,74.44,92,93,3.04,overcast clouds
539,Dospat,BG,41.65,24.1667,36.48,75,99,1.52,overcast clouds
540,Palembang,ID,-2.9167,104.7458,77.09,94,20,4.61,few clouds
541,Vadso,NO,70.0744,29.7487,41.88,80,100,19.53,overcast clouds
542,Bay Roberts,CA,47.5999,-53.2648,57.65,91,7,4.0,clear sky
543,Biltine,TD,14.5333,20.9167,84.67,38,4,1.25,clear sky
544,Loucovice,CZ,48.6202,14.2575,55.74,86,49,10.8,scattered clouds
545,Los Zacatones,MX,22.95,-102.05,67.55,47,77,8.37,broken clouds
546,Orcopampa,PE,-15.2661,-72.3417,43.21,98,100,1.36,overcast clouds
547,Fare,PF,-16.7,-151.0167,78.3,70,1,13.85,clear sky
548,Antofagasta,CL,-23.65,-70.4,56.48,81,50,4.74,scattered clouds
549,Honningsvag,NO,70.9821,25.9704,42.33,75,52,20.31,broken clouds
550,Cairns,AU,-16.9167,145.7667,83.1,56,75,17.27,broken clouds
551,Moissala,TD,8.3404,17.7663,70.14,97,100,1.34,overcast clouds
552,Maceio,BR,-9.6658,-35.7353,81.84,78,40,9.22,scattered clouds
553,Parati,BR,-23.2178,-44.7131,62.33,86,94,4.09,overcast clouds
554,Oussouye,SN,12.485,-16.5469,79.32,88,100,4.9,overcast clouds
555,Soyo,AO,-6.1349,12.3689,74.75,85,61,7.11,broken clouds
556,Abu Samrah,SY,35.3029,37.1841,67.1,71,4,18.57,clear sky
557,Barcelos,PT,41.5388,-8.6151,67.91,80,100,5.77,overcast clouds
558,Houston,US,29.7633,-95.3633,77.09,51,20,4.0,few clouds
559,North Battleford,CA,52.7834,-108.2847,51.4,26,58,13.73,broken clouds
560,Salasu De Sus,RO,45.5167,22.95,47.62,61,100,3.62,overcast clouds
561,Reconquista,AR,-29.15,-59.65,63.34,60,0,9.91,clear sky
562,Hays,US,30.0502,-98.0336,78.85,35,100,5.93,overcast clouds
563,Sandviken,SE,60.6167,16.7667,49.42,90,100,16.06,overcast clouds
564,Tihemetsa,EE,58.1462,25.0459,45.61,96,100,11.9,overcast clouds
565,Ningxiang,CN,37.34,111.2052,60.76,91,100,5.5,overcast clouds
566,Umm Kaddadah,SD,13.6017,26.6876,87.33,17,90,10.76,overcast clouds
567,Baykit,RU,61.67,96.37,33.55,96,100,5.01,light rain
568,Bauchi,NG,10.5,10.0,68.83,93,100,4.16,overcast clouds
569,Luanda,AO,-8.8368,13.2343,72.5,84,100,11.1,overcast clouds
570,Jelgava,LV,56.65,23.7128,50.04,96,93,7.78,overcast clouds
571,Ulcinj,ME,41.9294,19.2244,57.42,56,6,5.75,clear sky
572,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,77,92,6.58,overcast clouds
573,Kenitra,MA,34.261,-6.5802,70.84,78,89,3.11,overcast clouds
574,Peachtree City,US,33.3968,-84.5958,63.18,84,1,0.0,clear sky
575,Lamar,US,33.6668,-95.5836,73.53,45,1,4.61,clear sky
576,La Palma,US,33.8464,-118.0467,91.81,66,1,5.01,clear sky
577,Tezu,IN,27.9167,96.1667,79.0,73,74,1.32,broken clouds
578,Fenoarivo,MG,-18.933,47.4354,55.47,76,75,6.91,broken clouds
579,Cidreira,BR,-30.1811,-50.2056,61.21,95,100,13.49,light rain
580,Virtsu,EE,58.5716,23.5115,48.97,99,100,5.68,moderate rain
581,Honiara,SB,-9.4333,159.95,83.1,78,77,5.37,broken clouds
582,Scarborough,GB,54.2797,-0.4044,60.08,87,13,3.0,few clouds
583,Saint-Joseph,RE,-21.3667,55.6167,68.36,75,17,12.17,few clouds
584,Chihuahua,MX,28.5,-106.0,77.83,40,93,5.08,overcast clouds
585,Ushtobe,KZ,45.2514,77.9838,45.91,32,1,7.74,clear sky
586,Big Rapids,US,43.6981,-85.4837,50.92,92,90,5.75,overcast clouds
587,Ashland,US,40.8167,-82.2665,54.27,86,100,15.68,overcast clouds
588,Namatanai,PG,-3.6667,152.4333,84.6,65,100,6.78,overcast clouds
589,Flinders,AU,-34.5833,150.8552,79.05,44,0,10.0,clear sky
590,Tabuk,PH,17.4189,121.4443,81.75,77,25,2.57,scattered clouds
591,Meulaboh,ID,4.1363,96.1285,79.47,81,38,4.09,scattered clouds
592,Hengyang,CN,26.8881,112.615,87.39,58,6,6.33,clear sky
593,Singaparna,ID,-7.3515,108.111,76.44,81,100,2.39,overcast clouds
594,Karak,JO,31.1667,35.75,60.67,91,29,8.43,scattered clouds
595,Isiro,CD,2.7739,27.616,65.01,100,100,2.19,light rain
596,Ofaqim,IL,31.3141,34.6203,73.74,75,15,7.99,few clouds
597,Dwarka,IN,22.2394,68.9678,80.24,84,94,10.0,overcast clouds
598,Avera,US,33.194,-82.5271,64.71,59,0,5.21,clear sky
599,Valleyview,CA,55.0667,-117.2859,50.43,42,100,1.88,overcast clouds
600,Amberley,US,39.2048,-84.428,58.15,76,1,0.0,clear sky
601,Abeche,TD,13.8292,20.8324,80.47,49,5,3.49,clear sky
602,Roald,NO,62.5833,6.1333,48.34,76,75,6.91,broken clouds
603,Rafai,CF,4.95,23.9167,67.6,99,100,2.82,light rain
604,Voznesenskoye,RU,54.89,42.7569,46.58,93,99,5.35,overcast clouds
605,Brodina,RO,47.8833,25.4167,47.07,75,100,15.46,overcast clouds
606,Axim,GH,4.8699,-2.2405,76.12,93,80,5.93,broken clouds
607,Stillwater,US,36.1156,-97.0584,78.33,42,1,9.8,clear sky
608,Olafsvik,IS,64.8945,-23.7142,43.09,78,100,12.68,overcast clouds
609,Kibaya,TZ,-5.3,36.5667,56.91,83,53,3.78,broken clouds
610,Iranshahr,IR,27.2025,60.6848,83.73,37,1,2.59,clear sky
611,Banjarmasin,ID,-3.3244,114.591,77.14,85,100,3.74,overcast clouds
612,Te Anau,NZ,-45.4167,167.7167,47.25,79,44,9.1,scattered clouds
613,Nouadhibou,MR,20.931,-17.0347,71.24,84,0,18.84,clear sky
614,Kula,TR,38.5473,28.6498,45.46,81,6,3.0,clear sky
615,Bambous Virieux,MU,-20.3428,57.7575,69.22,79,34,15.55,scattered clouds
616,Lupiro,TZ,-8.3833,36.6667,69.01,79,1,4.88,clear sky
617,Kapuskasing,CA,49.4169,-82.4331,44.8,86,100,7.27,light rain
618,Ginir,ET,7.1333,40.7,59.95,81,100,2.98,light rain
619,Portland,US,45.5234,-122.6762,75.61,63,75,1.99,broken clouds
620,Stephenville,US,32.2207,-98.2023,75.29,31,1,6.91,clear sky
621,Yetkul,RU,54.8221,61.588,28.38,76,84,6.46,broken clouds
622,Gidole,ET,5.65,37.3667,59.25,66,100,4.21,overcast clouds
623,Front Royal,US,38.9182,-78.1944,61.63,91,1,3.87,clear sky
624,Erzurum,TR,40.0,41.5,42.48,80,94,5.59,light rain
625,Woodward,US,36.4337,-99.3904,74.43,30,1,6.91,clear sky
626,Severo-Yeniseyskiy,RU,60.3725,93.0408,29.01,96,100,5.19,light snow
627,Oban,GB,56.4127,-5.4706,58.86,97,100,7.54,overcast clouds
628,Phibun Mangsahan,TH,15.2447,105.2291,72.72,97,100,14.2,heavy intensity rain
629,Saint Anthony,US,45.0205,-93.218,64.92,61,1,1.01,clear sky
630,Almaznyy,RU,48.0448,40.045,51.94,85,20,3.2,few clouds
631,Yarada,IN,17.65,83.2667,81.28,82,17,2.84,light rain
632,Gwadar,PK,25.1216,62.3254,78.67,88,100,0.43,overcast clouds
633,Khrebtovaya,RU,56.7032,104.2494,36.1,74,100,1.92,light rain
634,Port Moresby,PG,-9.4431,147.1797,82.45,69,83,5.23,broken clouds
635,Heihe,CN,50.2441,127.4902,54.18,66,100,8.28,overcast clouds
636,Bhanvad,IN,21.9264,69.7736,79.21,85,98,4.41,overcast clouds
637,Bure,ET,10.7,37.0667,55.26,96,92,2.24,overcast clouds
638,Kenora,CA,49.8167,-94.4337,64.38,58,100,6.58,overcast clouds
639,Severnoye,RU,56.3491,78.3619,33.04,93,97,9.46,overcast clouds
640,Lengshuijiang,CN,27.6881,111.4294,84.45,66,8,3.06,clear sky
641,Umm Lajj,SA,25.0213,37.2685,82.18,60,0,8.93,clear sky
642,Plettenberg Bay,ZA,-34.0527,23.3716,57.58,83,12,7.2,few clouds
643,Taltal,CL,-25.4,-70.4833,63.52,63,2,5.48,clear sky
644,Porto Velho,BR,-8.7619,-63.9039,73.45,94,0,0.0,light rain
645,Kamina,CD,-8.7386,24.9906,64.67,41,100,3.4,overcast clouds
646,Ballina,AU,-28.8667,153.5667,78.98,37,0,6.04,clear sky
647,Praya,CV,14.9215,-23.5087,78.39,77,100,10.74,overcast clouds
648,Tabanan,ID,-8.5413,115.1252,79.2,71,100,2.77,overcast clouds
649,Marzuq,YE,14.4,46.4667,74.77,25,14,1.57,few clouds
650,Darnah,LY,32.767,22.6367,72.46,67,13,15.82,few clouds
651,Ouadda,CF,8.0777,22.4007,68.02,96,100,2.82,light rain
652,Tongliao,CN,43.6125,122.2653,62.13,74,100,6.17,overcast clouds
653,Aginskoye,RU,51.1,114.53,47.1,65,36,4.23,scattered clouds
654,Fomboni,KM,-12.28,43.7425,76.44,80,1,13.67,clear sky
655,Mango,US,27.9797,-82.3065,82.85,83,90,4.61,overcast clouds
656,Upata,VE,8.0086,-62.3989,79.2,76,68,3.89,broken clouds
657,Mbaiki,CF,3.8678,17.9892,68.38,98,79,2.01,broken clouds
658,Green River,US,41.5286,-109.4662,66.6,30,39,1.99,scattered clouds
659,Minuri,PH,16.535,121.8574,81.41,80,57,3.18,broken clouds
660,La Paz Centro,NI,12.34,-86.6753,77.59,87,100,1.1,overcast clouds
661,Cockburn Town,TC,21.4612,-71.1419,83.34,75,100,10.54,overcast clouds
662,Bolgar,RU,54.95,49.0667,50.04,91,100,16.58,overcast clouds
663,Suba,PH,10.8438,121.0102,83.82,76,99,16.2,overcast clouds
664,Yerofey Pavlovich,RU,53.9667,121.9667,48.22,88,95,1.32,overcast clouds
665,Yulara,AU,-25.2406,130.9889,73.4,13,12,5.7,few clouds
666,Foam Lake,CA,51.65,-103.5343,53.22,20,2,14.47,clear sky
667,Caluquembe,AO,-13.7833,14.6833,59.18,84,19,3.67,few clouds
668,Kaihua,CN,23.3687,104.28,65.55,91,100,2.93,overcast clouds
669,Raudeberg,NO,61.9875,5.1352,45.27,93,100,7.0,overcast clouds
670,Wajima,JP,37.4,136.9,72.72,73,100,9.42,overcast clouds
671,Winnemucca,US,40.973,-117.7357,75.25,20,1,9.22,clear sky
672,Brebes,ID,-6.8706,109.0369,81.66,72,91,2.08,overcast clouds
673,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.03,84,30,9.44,scattered clouds
674,Progreso,MX,21.2833,-89.6667,82.11,82,100,5.73,overcast clouds
675,Perafita,PT,41.1825,-8.2545,63.28,88,100,4.61,overcast clouds
676,Conde,BR,-7.2597,-34.9075,74.66,94,20,5.75,few clouds
677,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,32,0,12.66,clear sky
678,Papara,BR,-3.9839,-38.7273,79.2,93,43,4.5,scattered clouds
679,Pacifica,US,37.6138,-122.4869,94.55,49,40,21.85,scattered clouds
680,Bandhi,PK,26.5861,68.3006,82.27,51,55,7.74,broken clouds
681,Belaya Gora,RU,68.5333,146.4167,42.26,53,100,8.86,overcast clouds
682,Calvinia,ZA,-31.4707,19.776,52.34,39,100,4.59,overcast clouds
683,Madang,PG,-5.2246,145.7966,82.31,72,97,4.18,overcast clouds
684,Cozumel,MX,20.5083,-86.9458,82.99,84,75,3.0,broken clouds
685,Safaga,EG,26.7292,33.9365,84.02,45,0,14.32,clear sky
686,Linxia,CN,35.6003,103.2064,56.61,92,100,8.32,overcast clouds
687,Fontem,CM,5.4685,9.8818,64.98,86,85,2.37,overcast clouds
688,Juxtlahuaca,MX,17.4294,-99.1467,71.31,93,98,0.47,overcast clouds
689,Suhbaatar,MN,50.2314,106.2078,46.94,64,97,3.74,overcast clouds
690,Dese,ET,11.1333,39.6333,53.6,79,66,1.52,broken clouds
